request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_46,32452.44,affordable_with_plan,installments,2024-12-03:25714|2024-12-31:25714,2025-01-15,stop:event_4223,"Use 2 installments of INR 25714, starting 2024-12-03. This leaves at least INR 84000 available."
request_47,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-06-19. No eligible plan meets that deadline while protecting the IDR 30049000 minimum. Baseline safe payment today is IDR 0. No safe full-payment date was found within 90 days.
request_48,45700.00,affordable_now,full_payment,2026-07-25:45700,2026-07-25,none,Pay INR 45700 on 2026-07-25. This leaves at least INR 71300 available over the next 90 days.
request_49,12109376.31,affordable_with_plan,installments,2024-03-18:11902106.67|2024-04-18:11902106.67|2024-05-19:11902106.67,2024-05-15,none,"Use 3 installments of IDR 11,902,106.67, starting 2024-03-18. This leaves at least IDR 20275700 available."
request_50,43900.00,affordable_now,full_payment,2025-08-06:43900,2025-08-06,none,Pay INR 43900 on 2025-08-06. This leaves at least INR 99700 available over the next 90 days.
request_51,1614518.53,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-02-28. No eligible plan meets that deadline while protecting the IDR 7811000 minimum. Baseline safe payment today is IDR 1,614,518.53. No safe full-payment date was found within 90 days."
request_52,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-07-09. No eligible plan meets that deadline while protecting the INR 41500 minimum. Baseline safe payment today is INR 0. No safe full-payment date was found within 90 days.
request_53,438.20,affordable_with_plan,installments,2025-11-21:589.06|2025-12-19:589.06|2026-01-16:589.06,2026-01-15,reduce_to:event_4992:44.5|stop:event_4925,"Use 3 installments of USD 589.06, starting 2025-11-21. This leaves at least USD 2100 available."
request_54,1222.51,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-08-21. No eligible plan meets that deadline while protecting the ZAR 37000 minimum. Baseline safe payment today is ZAR 1,222.51. No safe full-payment date was found within 90 days."
request_55,113565.09,affordable_with_plan,installments,2026-06-11:75781.33|2026-07-12:75781.33|2026-08-12:75781.33,2026-08-15,reduce_to:event_5167:2750|reduce_to:event_5103:2536,"Use 3 installments of INR 75,781.33, starting 2026-06-11. This leaves at least INR 124300 available."
request_56,602.04,affordable_with_plan,partial_payment,2025-02-03:602.04|2025-02-15:279.52,2025-02-15,none,Pay USD 602.04 today and the remaining USD 279.52 on 2025-02-15. This completes the full request and keeps the USD 2100 minimum protected.
request_57,12525.67,affordable_later,wait,2026-06-15:61446,2026-06-15,none,Pay ZAR 61446 in full on 2026-06-15. Paying earlier would take the balance below the ZAR 42700 minimum.
request_58,16226000.00,affordable_now,full_payment,2024-12-07:16226000,2024-12-07,none,Pay IDR 16226000 on 2024-12-07. This leaves at least IDR 14433900 available over the next 90 days.
request_59,102641.56,affordable_with_plan,installments,2025-05-07:48741.33|2025-06-04:48741.33|2025-07-02:48741.33,,reduce_to:event_5537:3930|stop:event_5473,"Use 3 installments of INR 48,741.33, starting 2025-05-07. This leaves at least INR 132600 available."
request_60,110.90,affordable_later,wait,2026-02-15:199.89,2026-02-15,none,Pay USD 199.89 in full on 2026-02-15. Paying earlier would take the balance below the USD 400 minimum.
request_61,27551.55,affordable_with_plan,installments,2024-03-17:10074.83|2024-04-17:10074.83|2024-05-18:10074.83,,reduce_to:event_5715:784.3,"Use 3 installments of ZAR 10,074.83, starting 2024-03-17. This leaves at least ZAR 36700 available."
request_62,404.23,affordable_now,full_payment,2025-08-05:404.23,2025-08-05,none,Pay USD 404.23 on 2025-08-05. This leaves at least USD 1300 available over the next 90 days.
request_63,36110.38,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-09-17. No eligible plan meets that deadline while protecting the INR 153500 minimum. Baseline safe payment today is INR 36,110.38. No safe full-payment date was found within 90 days."
request_64,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-08-16. No eligible plan meets that deadline while protecting the INR 36100 minimum. Baseline safe payment today is INR 0. No safe full-payment date was found within 90 days.
request_65,5608.03,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-11-25. No eligible plan meets that deadline while protecting the ZAR 15500 minimum. Baseline safe payment today is ZAR 5,608.03. No safe full-payment date was found within 90 days."
request_66,22200.00,affordable_now,full_payment,2026-04-03:22200,2026-04-03,none,Pay INR 22200 on 2026-04-03. This leaves at least INR 80700 available over the next 90 days.
request_67,278.44,affordable_later,wait,2024-10-15:2094,2024-10-15,none,Pay USD 2094 in full on 2024-10-15. Paying earlier would take the balance below the USD 1200 minimum.
request_68,1303.49,not_affordable,not_recommended,none,2025-04-23,none,"Do not make this payment by 2025-04-16. No eligible plan meets that deadline while protecting the USD 1500 minimum. Baseline safe payment today is USD 1,303.49. Single-payment capacity is first available on 2025-04-23."
request_69,529.10,affordable_now,full_payment,2026-01-04:529.1,2026-01-04,none,Pay EUR 529.10 on 2026-01-04. This leaves at least EUR 700 available over the next 90 days.
request_70,48790.33,affordable_later,wait,2025-02-15:243900,2025-02-15,none,Pay INR 243900 in full on 2025-02-15. Paying earlier would take the balance below the INR 115000 minimum.
request_71,43097.97,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-05-28. No eligible plan meets that deadline while protecting the IDR 8884800 minimum. Baseline safe payment today is IDR 43,097.97. No safe full-payment date was found within 90 days."
request_72,11330.00,affordable_now,full_payment,2026-07-05:11330,2026-07-05,none,Pay ZAR 11330 on 2026-07-05. This leaves at least ZAR 12200 available over the next 90 days.
request_73,70512.81,affordable_with_plan,full_payment,2023-01-20:71400,2023-02-15,reduce_to:event_6789:1425,"Reduce event_6789 to INR 1425, then Pay INR 71400 on 2023-01-20. This leaves at least INR 103200 available over the next 90 days."
request_74,5010.00,affordable_now,full_payment,2025-08-04:5010,2025-08-04,none,Pay ZAR 5010 on 2025-08-04. This leaves at least ZAR 21900 available over the next 90 days.
request_75,9539.52,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-06-12. No eligible plan meets that deadline while protecting the ZAR 39000 minimum. Baseline safe payment today is ZAR 9,539.52. No safe full-payment date was found within 90 days."
request_76,672.29,not_affordable,not_recommended,none,2024-08-15,none,Do not make this payment by 2024-07-30. No eligible plan meets that deadline while protecting the USD 1800 minimum. Baseline safe payment today is USD 672.29. Single-payment capacity is first available on 2024-08-15.
request_77,58462.77,not_affordable,not_recommended,none,2025-11-15,none,"Do not make this payment by 2025-11-14. No eligible plan meets that deadline while protecting the INR 82200 minimum. Baseline safe payment today is INR 58,462.77. Single-payment capacity is first available on 2025-11-15."
request_78,42900.67,not_affordable,not_recommended,none,2025-11-15,none,"Do not make this payment by 2025-10-14. No eligible plan meets that deadline while protecting the INR 55200 minimum. Baseline safe payment today is INR 42,900.67. Single-payment capacity is first available on 2025-11-15."
request_79,299.39,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-11-01. No eligible plan meets that deadline while protecting the EUR 1000 minimum. Baseline safe payment today is EUR 299.39. No safe full-payment date was found within 90 days.
request_80,107611.85,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-21. No eligible plan meets that deadline while protecting the INR 121300 minimum. Baseline safe payment today is INR 107,611.85. No safe full-payment date was found within 90 days."
request_81,2055.61,affordable_with_plan,full_payment,2026-07-03:2076,2026-08-15,reduce_to:event_7636:37.5,"Reduce event_7636 to USD 37.50, then Pay USD 2076 on 2026-07-03. This leaves at least USD 1600 available over the next 90 days."
request_82,292.60,affordable_later,wait,2025-02-15:1405.2,2025-02-15,none,"Pay USD 1,405.20 in full on 2025-02-15. Paying earlier would take the balance below the USD 1100 minimum."
request_83,0,not_affordable,not_recommended,none,,none,No positive payment can be certified: a confirmed new mandatory commitment has no supplied amount or usable payment date (message_63). Obtain those details before committing funds; the missing expense was not assumed to be zero.
request_84,20650.71,affordable_later,wait,2026-06-15:95400,2026-06-15,none,Pay INR 95400 in full on 2026-06-15. Paying earlier would take the balance below the INR 91300 minimum.
request_85,278596.67,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-04-26. No eligible plan meets that deadline while protecting the IDR 6396300 minimum. Baseline safe payment today is IDR 278,596.67. No safe full-payment date was found within 90 days."
request_86,46300.00,affordable_now,full_payment,2025-08-03:46300,2025-08-03,none,Pay INR 46300 on 2025-08-03. This leaves at least INR 84900 available over the next 90 days.
request_87,0,not_affordable,not_recommended,none,,none,No positive payment can be certified: a confirmed new mandatory commitment has no supplied amount or usable payment date (message_66). Obtain those details before committing funds; the missing expense was not assumed to be zero.
request_88,10615.81,affordable_with_plan,installments,2024-06-14:9045.23|2024-07-15:9045.23|2024-08-15:9045.23,2024-07-15,none,"Use 3 installments of ZAR 9,045.23, starting 2024-06-14. This leaves at least ZAR 25800 available."
request_89,9175007.90,affordable_with_plan,installments,2025-11-18:4768746.67|2025-12-16:4768746.67|2026-01-13:4768746.67,2026-01-15,reduce_to:event_8403:203300|reduce_to:event_8337:266760|stop:event_8335,"Use 3 installments of IDR 4,768,746.67, starting 2025-11-18. This leaves at least IDR 12534700 available."
request_90,2560.00,affordable_now,full_payment,2026-07-06:2560,2026-07-06,none,Pay ZAR 2560 on 2026-07-06. This leaves at least ZAR 7600 available over the next 90 days.
request_91,280.67,affordable_later,wait,2024-11-15:1927.2,2024-11-15,none,"Pay EUR 1,927.20 in full on 2024-11-15. Paying earlier would take the balance below the EUR 2100 minimum."
request_92,34034.00,affordable_now,full_payment,2025-02-05:34034,2025-02-05,none,Pay ZAR 34034 on 2025-02-05. This leaves at least ZAR 28100 available over the next 90 days.
request_93,1729.20,affordable_now,full_payment,2026-04-07:1729.2,2026-04-07,none,"Pay USD 1,729.20 on 2026-04-07. This leaves at least USD 1900 available over the next 90 days."
request_94,572.00,affordable_now,full_payment,2024-12-04:572,2024-12-04,none,Pay EUR 572 on 2024-12-04. This leaves at least EUR 600 available over the next 90 days.
request_95,1032.36,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-07-14. No eligible plan meets that deadline while protecting the INR 145500 minimum. Baseline safe payment today is INR 1,032.36. No safe full-payment date was found within 90 days."
request_96,71180.62,affordable_with_plan,installments,2026-01-10:31269.33|2026-02-09:31269.33|2026-03-11:31269.33,2026-03-15,reduce_to:event_8980:1610|stop:event_8914,"Use 3 installments of INR 31,269.33, starting 2026-01-10. This leaves at least INR 56500 available."
request_97,1434.28,affordable_with_plan,installments,2024-03-19:8145.28|2024-04-19:8145.28|2024-05-20:8145.28,2024-04-15,none,"Use 3 installments of ZAR 8,145.28, starting 2024-03-19. This leaves at least ZAR 29700 available."
request_98,6196.00,affordable_later,wait,2025-10-15:27148,2025-10-15,none,Pay ZAR 27148 in full on 2025-10-15. Paying earlier would take the balance below the ZAR 30000 minimum.
request_99,16840.35,affordable_with_plan,full_payment,2026-07-04:18062,2026-07-15,reduce_to:event_9232:1065.9|stop:event_9188,"Reduce event_9232 to ZAR 1,065.90, Stop event_9188, then Pay ZAR 18062 on 2026-07-04. This leaves at least ZAR 49100 available over the next 90 days."
request_100,24832.40,not_affordable,not_recommended,none,2024-08-15,none,"Do not make this payment by 2024-08-16. No eligible plan meets that deadline while protecting the ZAR 32500 minimum. Baseline safe payment today is ZAR 24,832.40. Single-payment capacity is first available on 2024-08-15."
request_101,143500.00,affordable_now,full_payment,2025-11-03:143500,2025-11-03,none,Pay INR 143500 on 2025-11-03. This leaves at least INR 187400 available over the next 90 days.
request_102,1716.00,affordable_with_plan,installments,2026-04-05:594.88|2026-05-05:594.88|2026-06-04:594.88,2026-04-05,none,"Use 3 installments of EUR 594.88, starting 2026-04-05. This leaves at least EUR 900 available."
request_103,1572.06,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-10-07. No eligible plan meets that deadline while protecting the INR 125500 minimum. Baseline safe payment today is INR 1,572.06. No safe full-payment date was found within 90 days."
request_104,17204.00,affordable_now,full_payment,2025-02-04:17204,2025-02-04,none,Pay ZAR 17204 on 2025-02-04. This leaves at least ZAR 24700 available over the next 90 days.
request_105,49796.12,affordable_with_plan,full_payment,2026-06-08:53500,2026-06-15,reduce_to:event_9721:1720|reduce_to:event_9720:1632,"Reduce event_9721 to INR 1720, Reduce event_9720 to INR 1632, then Pay INR 53500 on 2026-06-08. This leaves at least INR 73900 available over the next 90 days."
request_106,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-02-15. No eligible plan meets that deadline while protecting the EUR 1200 minimum. Baseline safe payment today is EUR 0. No safe full-payment date was found within 90 days.
request_107,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-07-04. No eligible plan meets that deadline while protecting the EUR 1600 minimum. Baseline safe payment today is EUR 0. No safe full-payment date was found within 90 days.
request_108,1336.24,not_affordable,not_recommended,none,2026-09-15,none,"Do not make this payment by 2026-07-26. No eligible plan meets that deadline while protecting the ZAR 24100 minimum. Baseline safe payment today is ZAR 1,336.24. Single-payment capacity is first available on 2026-09-15."
request_109,447.77,not_affordable,not_recommended,none,2024-05-15,none,Do not make this payment by 2024-05-26. No eligible plan meets that deadline while protecting the EUR 1700 minimum. Baseline safe payment today is EUR 447.77. Single-payment capacity is first available on 2024-05-15.
request_110,22352.00,affordable_with_plan,installments,2025-08-06:7748.69|2025-09-03:7748.69|2025-10-01:7748.69,2025-08-06,none,"Use 3 installments of ZAR 7,748.69, starting 2025-08-06. This leaves at least ZAR 11200 available."
request_111,15800073.78,affordable_with_plan,full_payment,2026-04-03:16625000,,reduce_to:event_10302:335350,"Reduce event_10302 to IDR 335350, then Pay IDR 16625000 on 2026-04-03. This leaves at least IDR 23022800 available over the next 90 days."
request_112,271.70,affordable_now,full_payment,2024-06-05:271.7,2024-06-05,none,Pay EUR 271.70 on 2024-06-05. This leaves at least EUR 500 available over the next 90 days.
request_113,18325.27,affordable_with_plan,full_payment,2026-10-15:36500,2026-11-15,reduce_to:event_10440:1490,"Reduce event_10440 to INR 1490, then Pay INR 36500 on 2026-10-15. This leaves at least INR 82300 available over the next 90 days."
request_114,52642.10,not_affordable,not_recommended,none,2026-01-15,none,"Do not make this payment by 2026-01-14. No eligible plan meets that deadline while protecting the INR 113400 minimum. Baseline safe payment today is INR 52,642.10. Single-payment capacity is first available on 2026-01-15."
request_115,14347.74,affordable_later,wait,2024-11-15:80500,2024-11-15,none,Pay INR 80500 in full on 2024-11-15. Paying earlier would take the balance below the INR 38800 minimum.
request_116,6272.98,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-04-16. No eligible plan meets that deadline while protecting the INR 80300 minimum. Baseline safe payment today is INR 6,272.98. No safe full-payment date was found within 90 days."
request_117,845.71,affordable_with_plan,full_payment,2026-07-05:880,2026-07-15,reduce_to:event_10878:20.5|stop:event_10833,"Reduce event_10878 to EUR 20.50, Stop event_10833, then Pay EUR 880 on 2026-07-05. This leaves at least EUR 1000 available over the next 90 days."
request_118,645.09,affordable_with_plan,installments,2024-12-07:255.87|2025-01-07:255.87|2025-02-07:255.87,2025-02-15,reduce_to:event_10914:14|stop:event_10912,"Use 3 installments of EUR 255.87, starting 2024-12-07. This leaves at least EUR 600 available."
request_119,0,not_affordable,not_recommended,none,,none,No positive payment can be certified: a confirmed new mandatory commitment has no supplied amount or usable payment date (message_91). Obtain those details before committing funds; the missing expense was not assumed to be zero.
request_120,7714000.00,affordable_now,full_payment,2026-04-06:7714000,2026-04-06,none,Pay IDR 7714000 on 2026-04-06. This leaves at least IDR 20050300 available over the next 90 days.
request_121,633.60,affordable_now,full_payment,2024-03-03:633.6,2024-03-03,none,Pay USD 633.60 on 2024-03-03. This leaves at least USD 800 available over the next 90 days.
request_122,20558000.00,affordable_with_plan,installments,2025-08-05:7126773.33|2025-09-02:7126773.33|2025-09-30:7126773.33,2025-08-05,none,"Use 3 installments of IDR 7,126,773.33, starting 2025-08-05. This leaves at least IDR 12588500 available."
request_123,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-28. No eligible plan meets that deadline while protecting the IDR 18091200 minimum. Baseline safe payment today is IDR 0. No safe full-payment date was found within 90 days.
request_124,1370.83,affordable_with_plan,installments,2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12,2024-08-15,reduce_to:event_11480:38|stop:event_11448,"Use 3 installments of EUR 1,076.12, starting 2024-06-11. This leaves at least EUR 1600 available."
request_125,5509.59,not_affordable,not_recommended,none,2025-11-15,none,"Do not make this payment by 2025-11-14. No eligible plan meets that deadline while protecting the ZAR 11300 minimum. Baseline safe payment today is ZAR 5,509.59. Single-payment capacity is first available on 2025-11-15."
request_126,159600.00,affordable_now,full_payment,2026-07-03:159600,2026-07-03,none,Pay INR 159600 on 2026-07-03. This leaves at least INR 129700 available over the next 90 days.
request_127,0,not_affordable,not_recommended,none,,none,No positive payment can be certified: a confirmed new mandatory commitment has no supplied amount or usable payment date (message_97). Obtain those details before committing funds; the missing expense was not assumed to be zero.
request_128,25168.00,affordable_now,full_payment,2025-02-07:25168,2025-02-07,none,Pay ZAR 25168 on 2025-02-07. This leaves at least ZAR 42600 available over the next 90 days.
request_129,107.30,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-06-18. No eligible plan meets that deadline while protecting the USD 800 minimum. Baseline safe payment today is USD 107.30. No safe full-payment date was found within 90 days.
request_130,349.69,affordable_later,wait,2025-02-15:1978.8,2025-02-15,none,"Pay USD 1,978.80 in full on 2025-02-15. Paying earlier would take the balance below the USD 1400 minimum."
request_131,1112.81,not_affordable,not_recommended,none,2025-07-23,none,"Do not make this payment by 2025-07-08. No eligible plan meets that deadline while protecting the USD 1100 minimum. Baseline safe payment today is USD 1,112.81. Single-payment capacity is first available on 2025-07-23."
request_132,252.29,affordable_later,wait,2026-02-15:379.86,2026-02-15,none,Pay USD 379.86 in full on 2026-02-15. Paying earlier would take the balance below the USD 1100 minimum.
request_133,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-03-29. No eligible plan meets that deadline while protecting the IDR 9986200 minimum. Baseline safe payment today is IDR 0. No safe full-payment date was found within 90 days.
request_134,4265120.38,affordable_later,wait,2025-10-15:21831000,2025-10-15,none,Pay IDR 21831000 in full on 2025-10-15. Paying earlier would take the balance below the IDR 15902500 minimum.
request_135,264.82,affordable_with_plan,full_payment,2026-07-06:304.8,2026-07-15,reduce_to:event_12458:17.5|stop:event_12413,"Reduce event_12458 to USD 17.50, Stop event_12413, then Pay USD 304.80 on 2026-07-06. This leaves at least USD 500 available over the next 90 days."
request_136,515.27,not_affordable,not_recommended,none,2024-06-15,none,Do not make this payment by 2024-06-14. No eligible plan meets that deadline while protecting the USD 1100 minimum. Baseline safe payment today is USD 515.27. Single-payment capacity is first available on 2024-06-15.
request_137,20802.72,affordable_with_plan,full_payment,2026-01-15:80100,,reduce_to:event_12574:2068,"Reduce event_12574 to INR 2068, then Pay INR 80100 on 2026-01-15. This leaves at least INR 71800 available over the next 90 days."
request_138,736.91,affordable_with_plan,partial_payment,2026-04-07:736.91|2026-04-15:520.03,2026-04-15,none,Pay EUR 736.91 today and the remaining EUR 520.03 on 2026-04-15. This completes the full request and keeps the EUR 2300 minimum protected.
request_139,1209.40,not_affordable,not_recommended,none,2024-11-15,none,"Do not make this payment by 2024-11-17. No eligible plan meets that deadline while protecting the USD 1500 minimum. Baseline safe payment today is USD 1,209.40. Single-payment capacity is first available on 2024-11-15."
request_140,1225.65,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-03-04. No eligible plan meets that deadline while protecting the ZAR 21600 minimum. Baseline safe payment today is ZAR 1,225.65. No safe full-payment date was found within 90 days."
request_141,17174.92,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-02-12. No eligible plan meets that deadline while protecting the INR 67300 minimum. Baseline safe payment today is INR 17,174.92. No safe full-payment date was found within 90 days."
request_142,1263.60,affordable_now,full_payment,2024-12-05:1263.6,2024-12-05,none,"Pay USD 1,263.60 on 2024-12-05. This leaves at least USD 1700 available over the next 90 days."
request_143,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-07-15. No eligible plan meets that deadline while protecting the ZAR 11300 minimum. Baseline safe payment today is ZAR 0. No safe full-payment date was found within 90 days.
request_144,233.34,affordable_now,full_payment,2026-07-04:233.34,2026-07-04,none,Pay USD 233.34 on 2026-07-04. This leaves at least USD 600 available over the next 90 days.
request_145,25221.72,affordable_with_plan,installments,2024-03-20:75365.33|2024-04-20:75365.33|2024-05-21:75365.33,2024-05-15,reduce_to:event_13409:3335|reduce_to:event_13341:2920,"Use 3 installments of INR 75,365.33, starting 2024-03-20. This leaves at least INR 155400 available."
request_146,13147.18,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-10-17. No eligible plan meets that deadline while protecting the INR 108600 minimum. Baseline safe payment today is INR 13,147.18. No safe full-payment date was found within 90 days."
request_147,0,not_affordable,not_recommended,none,,none,No positive payment can be certified: a confirmed new mandatory commitment has no supplied amount or usable payment date (message_113). Obtain those details before committing funds; the missing expense was not assumed to be zero.
request_148,6877.20,affordable_with_plan,installments,2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56,2024-08-15,reduce_to:event_13661:531.3|reduce_to:event_13594:576.4,"Use 3 installments of ZAR 7,710.56, starting 2024-06-14. This leaves at least ZAR 20000 available."
request_149,21747.70,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2026-01-15,reduce_to:event_13703:1013.76,"Use 3 installments of ZAR 12,706.03, starting 2025-11-18. This leaves at least ZAR 42100 available."
request_150,232.14,not_affordable,not_recommended,none,2026-03-15,none,Do not make this payment by 2026-03-16. No eligible plan meets that deadline while protecting the EUR 700 minimum. Baseline safe payment today is EUR 232.14. Single-payment capacity is first available on 2026-03-15.
request_151,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-09-14. No eligible plan meets that deadline while protecting the IDR 31633600 minimum. Baseline safe payment today is IDR 0. No safe full-payment date was found within 90 days.
request_152,11014.70,not_affordable,not_recommended,none,2025-04-15,none,"Do not make this payment by 2025-04-13. No eligible plan meets that deadline while protecting the ZAR 11900 minimum. Baseline safe payment today is ZAR 11,014.70. Single-payment capacity is first available on 2025-04-15."
request_153,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-09-24. No eligible plan meets that deadline while protecting the USD 1400 minimum. Baseline safe payment today is USD 0. No safe full-payment date was found within 90 days.
request_154,1625.80,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,"Use 3 installments of EUR 563.61, starting 2024-12-04. This leaves at least EUR 1300 available."
request_155,0,not_affordable,not_recommended,none,,none,No positive payment can be certified: a confirmed new mandatory commitment has no supplied amount or usable payment date (message_120). Obtain those details before committing funds; the missing expense was not assumed to be zero.
request_156,8387.64,affordable_later,wait,2026-06-15:43076,2026-06-15,none,Pay ZAR 43076 in full on 2026-06-15. Paying earlier would take the balance below the ZAR 26900 minimum.
request_157,4615781.15,affordable_later,wait,2024-04-15:23503000,2024-04-15,none,Pay IDR 23503000 in full on 2024-04-15. Paying earlier would take the balance below the IDR 15714100 minimum.
request_158,242600.00,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,"Use 3 installments of INR 84,101.33, starting 2025-08-07. This leaves at least INR 131400 available."
request_159,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-20. No eligible plan meets that deadline while protecting the ZAR 8700 minimum. Baseline safe payment today is ZAR 0. No safe full-payment date was found within 90 days.
request_160,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-08-20. No eligible plan meets that deadline while protecting the EUR 1200 minimum. Baseline safe payment today is EUR 0. No safe full-payment date was found within 90 days.
request_161,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-15. No eligible plan meets that deadline while protecting the IDR 23010400 minimum. Baseline safe payment today is IDR 0. No safe full-payment date was found within 90 days.
